Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Pidherny,SX,2,SBSdw3,0.8295,1,3,3,Cw,A,NA,NA,NA,NA,NA,NA,38.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,3,3,Cw,C,NA,NA,NA,NA,NA,NA,26.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,1,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016 missing, confirmed dead",2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,1,Lw,B,NA,NA,NA,NA,NA,NA,2.2,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,2,Fdi,C,14.3,49.5,45,38.5,34.9,32,28.4,0,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,2,Fdi,B,6.6,23,20,14,17.9,16.5,14.9,1,0,0,2,NA,2016 June height listed as 17.9cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,2,Fdi,A,NA,NA,NA,NA,NA,NA,18.3,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,3,Cw,B,NA,NA,NA,NA,NA,NA,30.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,3,Cw,A,NA,NA,NA,NA,NA,NA,33.5,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,4,3,Cw,C,NA,NA,NA,NA,NA,NA,25.4,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,1,Fdi,C,9.8,45,41,35,29.5,26.2,21.9,0,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,1,Fdi,B,8,31,30,28,25.7,23.6,20.1,2,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,1,Fdi,A,8,43,40.5,35.5,33.9,33.9,29.6,2,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,2,Cw,A,NA,NA,NA,NA,9.1,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,2,Cw,C,NA,NA,NA,NA,NA,NA,29.2,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,2,Cw,B,NA,NA,NA,NA,NA,NA,28.2,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,3,Lw,B,NA,NA,NA,NA,NA,NA,16.6,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,5,3,Lw,A,NA,NA,NA,NA,20.9,14.1,9.2,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,1,Cw,A,NA,NA,NA,NA,NA,NA,32.2,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,1,Cw,B,NA,NA,NA,NA,NA,NA,25,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,1,Cw,C,NA,NA,NA,NA,NA,NA,26.5,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,2,Fdi,A,10.3,40,38,33,39.4,35.3,30.6,1,0,0,1,NA,- leader kill 2018 - 2016 June height listed as 39.4cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,2,Fdi,B,12,39,33.5,27,26.2,22.1,18,0,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,2,Fdi,C,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016 missing, confirmed dead",2018
Pidherny,SX,2,SBSdw3,0.8295,1,6,3,Lw,A,NA,NA,NA,NA,28.6,28.6,24.4,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,1,Cw,A,NA,NA,NA,NA,NA,NA,23.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,1,Cw,B,NA,NA,NA,NA,NA,NA,30.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,1,Cw,C,NA,NA,NA,NA,NA,NA,22.3,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,2,Fdi,B,10.7,30,26.5,22,29.7,23.1,19.4,1,0,0,1,NA,- forked top - 2016 June height listed as 29.7cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,2,Fdi,C,16.7,75,60,43,36.8,27.8,21.7,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,2,Fdi,A,20.1,70,61,50,44,32.4,32.1,0,0,0,0,NA,reflush in 2018,2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016 missing, confirmed dead",2018
Pidherny,SX,2,SBSdw3,0.8295,1,7,3,Lw,A,NA,NA,NA,NA,28.1,24.7,23.5,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,1,Lw,A,13,79,60,39,25.3,20.8,17.9,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,1,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016 missing, confirmed dead",2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,2,Cw,C,NA,NA,NA,NA,27.3,NA,NA,3,NA,NA,NA,NA,"dead and missing, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,2,Cw,B,NA,NA,NA,NA,NA,NA,27.5,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,2,Cw,A,NA,NA,NA,NA,NA,NA,16.8,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,3,Fdi,C,NA,NA,NA,NA,NA,NA,21.4,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,3,Fdi,B,NA,NA,NA,NA,NA,NA,17.9,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,8,3,Fdi,A,NA,NA,NA,NA,NA,NA,39.2,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,1,Lw,A,NA,NA,NA,NA,29.9,16.8,15.2,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,1,Lw,B,13,78.5,59,44,27.2,12.6,16.7,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,2,Fdi,A,15.1,57,50.5,44,46.2,43.2,37.9,0,0,0,1,NA,- 2017 forked top - June 2016 height was 46.2cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,2,Fdi,B,NA,NA,NA,NA,NA,NA,21.9,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,2,Fdi,C,10.8,40,32,23,28.6,24.9,21,0,0,0,1,NA,- lateral taking over - June 2016 height was 28.6cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,3,Cw,B,NA,NA,NA,NA,NA,NA,13.3,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,3,Cw,C,NA,NA,NA,NA,14,NA,NA,3,NA,NA,NA,NA,"dead and missing, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,9,3,Cw,A,NA,NA,NA,NA,NA,NA,41.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,1,Lw,A,5.6,22,18,17,15,10.1,9,1,0,0,2,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,1,Lw,B,NA,NA,NA,NA,NA,NA,11.2,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,2,Fdi,A,12.3,48,46,40,40.3,33,26.9,1,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,2,Fdi,C,NA,NA,NA,NA,NA,NA,17,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,2,Fdi,B,10.7,46,32,20,19.8,16.2,14.3,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,3,Cw,A,6.8,37,NA,NA,27.5,NA,NA,0,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,3,Cw,B,NA,NA,NA,NA,NA,NA,29.6,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,10,3,Cw,C,NA,NA,NA,NA,27.2,NA,NA,3,NA,NA,NA,NA,"dead and missing, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,1,Cw,A,NA,NA,NA,NA,35.1,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,1,Cw,C,NA,NA,NA,NA,37.8,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,1,Cw,B,6.4,24,NA,NA,26.1,NA,NA,2,0,0,1,NA,top broken off,2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,2,Lw,B,19.1,191,117,64,44.8,27.7,20.5,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,2,Lw,A,NA,NA,NA,NA,NA,NA,17,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,3,Fdi,A,11.8,56,46,37,43.5,40.6,35.5,0,0,0,0,NA,- lateral taken over - June 2016 height was 43.5cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,3,Fdi,B,10.8,47,42.5,23,28.6,23.8,19.6,0,0,0,1,NA,- June 2016 height was 28.6cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,11,3,Fdi,C,NA,NA,NA,NA,NA,NA,19.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,1,Lw,A,4.5,22,20,15,15.1,10.3,8.5,1,0,0,2,NA,still recovering from severe snow press,2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,1,Lw,B,22.6,116,20,88,51,52.2,27.2,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,2,Fdi,C,12.2,56.5,126,30,26.2,19.1,14.3,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,2,Fdi,A,19,68,44,53,50.4,43.5,36.4,0,0,0,2,NA,2017 broken leader,2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,2,Fdi,B,12.6,64,62,31,30.5,23.1,19.7,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,3,Cw,C,NA,NA,NA,NA,31.9,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,3,Cw,A,6.2,30.5,46,29.5,29.5,NA,NA,2,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,12,3,Cw,B,7.1,28,NA,NA,19.5,NA,NA,1,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,1,Fdi,B,16.4,55,38,27,25.8,23.5,20.9,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,1,Fdi,C,NA,NA,NA,NA,NA,NA,17,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,1,Fdi,A,18.1,74,66,56,44,38.7,34.5,0,0,0,0,NA,2018 dead leader,2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,2,Cw,A,NA,NA,NA,NA,NA,NA,30,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,2,Cw,B,NA,NA,NA,NA,NA,NA,22.3,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,2,Cw,C,NA,NA,NA,NA,24.8,NA,NA,3,NA,NA,NA,NA,"dead and missing, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,3,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,13,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,1,Cw,B,NA,NA,NA,NA,NA,NA,33,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,1,Cw,A,NA,NA,NA,NA,NA,NA,35,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,1,Cw,C,NA,NA,NA,NA,NA,NA,15,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,2,Fdi,B,15,59,48,34,28,24,20,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,2,Fdi,A,16.3,49,41,33,30.5,28,23,0,1,0,2,NA,multiple tops,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,2,Fdi,C,20,62,47,34,27.2,24,19.6,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,3,Lw,B,32.1,245,145,78,41,37.5,28,0,0,0,0,NA,2016 data for Lw B and A were switched,2018
Pidherny,SX,2,SBSdw3,0.8295,1,14,3,Lw,A,NA,NA,NA,NA,NA,NA,18,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,1,Cw,C,NA,NA,NA,NA,14,NA,NA,3,NA,NA,NA,NA,"dead and missing, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,1,Cw,A,NA,NA,NA,NA,26.8,NA,NA,3,NA,2,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,1,Cw,B,NA,NA,NA,NA,NA,20,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,2,Fdi,B,11.1,37,34,28,26.7,24.5,20.3,0,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,2,Fdi,A,12.2,33,31,27,23.3,21.5,20,1,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,2,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,3,Lw,B,13.3,79,41,26,35.5,34.5,32,0,0,0,1,NA,- June 2016 height was 35.5cm,2018
Pidherny,SX,2,SBSdw3,0.8295,1,15,3,Lw,A,NA,NA,NA,NA,13.5,12,9,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,1,Fdi,B,20.3,84,69,47,37.5,31,27.5,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,1,Fdi,C,10.3,55,42,31,23,29,16.5,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,1,Fdi,A,12.8,49,45,37,34.5,30.5,25.5,1,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,2,Lw,B,18.9,162,87,62,48,40,32.5,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,2,Lw,A,12.5,97,65,44,25.5,10,8.5,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,3,Cw,A,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,3,Cw,B,9.4,64,NA,NA,39,NA,NA,0,0,0,0,NA,shaded by alder,2018
Pidherny,SX,2,SBSdw3,0.8295,1,16,3,Cw,C,9.2,69,NA,NA,43,NA,NA,0,0,0,0,NA,shaded by alder,2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,1,Fdi,A,27.7,128,104,82,60,38,34.5,0,0,0,1,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,1,Fdi,B,17.3,74,56,40,31,27,22.5,1,0,0,0,NA,chlorotic due to aphids?,2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,1,Fdi,C,23.7,91,61,38,31,23,19.5,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,2,Cw,C,11.3,57,NA,NA,38,NA,NA,0,0,0,0,NA,shaded by border edge (i.e. large planted trees in cutblock),2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,2,Cw,A,10.4,60,NA,NA,42.5,NA,NA,0,0,0,0,NA,#NAME?,2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,2,Cw,B,6.8,26,NA,NA,19,NA,NA,1,0,0,1,NA,#NAME?,2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,3,Lw,B,38.3,313,205,144,80.5,38,25,0,0,0,0,NA,#NAME?,2018
Pidherny,SX,2,SBSdw3,0.8295,1,17,3,Lw,A,20.9,188,129,86,55.7,20.5,14,0,0,0,0,NA,- recovered since 2015 leader snip - shaded by border edge,2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,1,Fdi,B,23.9,116,90,63,45.5,39,28,0,0,0,0,NA,great growth and form,2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,1,Fdi,C,20.3,88.5,65,50,33.5,27.5,18,0,0,0,0,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,1,Fdi,A,22.7,88,76,64,40.5,30.5,25,0,1,0,1,NA,"2017 fork, mesured dominant lateral",2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,2,Cw,B,NA,NA,NA,NA,NA,NA,16,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,2,Cw,A,9.5,36,NA,NA,26,NA,NA,1,0,1,1,NA,some new browse and forks,2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,2,Cw,C,NA,NA,NA,NA,NA,NA,28.5,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,3,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,18,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,1,Lw,A,9.4,47,19.5,13,12,9.8,7,0,0,0,1,NA,measured new dominat lateral; still forked,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,1,Lw,B,24.5,141,109,77.5,49.5,22.5,18,0,0,0,0,NA,recovered from 2013 fork,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,2,Fdi,C,NA,NA,NA,NA,NA,NA,11,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,2,Fdi,A,16.3,63,49.5,37,35.5,31,26,NA,NA,NA,NA,NA,2015 competing fork,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,2,Fdi,B,20.9,70,54,42,28.5,27,24.5,0,0,0,1,NA,very healthy,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,3,Cw,B,NA,NA,NA,NA,NA,NA,18,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,3,Cw,C,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,19,3,Cw,A,6.3,16.5,NA,NA,20,NA,NA,0,0,0,0,NA,"top browsed and dead, folige mainly orange",2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,1,Fdi,A,16,43,39.5,38,37.5,35.5,32,1,1,0,1,NA,"forked top, little leader growth; laterals showing more vigour",2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,1,Fdi,B,8.8,31.5,31,29.5,28,26.5,22.5,2,0,0,1,NA,"bushy top, little growth, chlorotic",2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,1,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,2,Cw,A,NA,NA,NA,NA,13.5,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,2,Cw,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,2,Cw,B,NA,NA,NA,NA,14,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SX,2,SBSdw3,0.8295,1,20,3,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,1,Lw,B,13.6,6.7,49,36,32.3,24.8,20,0,0,0,1,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,1,Lw,A,NA,NA,NA,NA,NA,NA,11.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,2,Fdi,A,NA,NA,NA,NA,NA,NA,41.2,3,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,2,Fdi,B,8.2,37,34,28,19.7,18,16.8,1,0,0,1,NA,sweep,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,2,Fdi,C,11.5,41,37,31,29.1,25.5,19.7,0,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,3,Cw,B,NA,NA,NA,NA,NA,NA,23.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,3,Cw,A,NA,NA,NA,NA,44.7,NA,NA,3,NA,NA,NA,NA,"- missing, post 2016 assessment",2018
Pidherny,SM,3,SBSdw3,0.853833333,2,21,3,Cw,C,NA,NA,NA,NA,NA,NA,25.5,3,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,22,1,Cw,B,NA,NA,NA,NA,NA,NA,28.5,3,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,22,1,Cw,A,NA,NA,NA,NA,NA,NA,32.1,3,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,22,1,Cw,C,9.3,45,NA,NA,33.1,NA,NA,0,0,0,1,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,22,2,Lw,A,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,22,2,Lw,B,12.3,71,63,52,47.4,33.6,26.5,0,0,0,0,NA,NA,2018
Pidherny,SM,3,SBSdw3,0.853833333,2,22,3,Fdi,B,9.7,20,18,13,24.5,20.4,15.4,1,0,2,2,NA,- OMIT: leader snipped (2018 measured lateral) - June 2016 height was 24.5cm,2018
