"FID","Plot","Row","Column","Date","Species","Seedlot","TreeID","Height","Diameter","Condition","Dmg.Agent","Dmg.Severity","Comments"
"FID15",3,3,6,2019-10-22,"Sx","C",18,20.886895917356,16.8928363705054,"Good",NA,NA,NA
"FID15",3,4,6,2019-10-22,"Sx","C",19,23.0270668165758,14.715255709365,"Good",NA,NA,NA
"FID15",3,4,5,2019-10-22,"Sx","C",20,19.3165372731164,14.4455052195117,"Fair",NA,NA,NA
"FID15",3,4,4,2019-10-22,"Sx","C",21,11.0222678072751,11.8303424417973,"Dead",NA,NA,NA
"FID15",3,4,3,2019-10-22,"Sx","C",22,26.391469379887,6.42100525368005,"Good",NA,NA,NA
"FID15",3,4,2,2019-10-22,"Sx","C",23,15.4867768939584,10.7110434658825,"Good",NA,NA,NA
"FID15",3,4,1,2019-10-22,"Sx","C",24,29.3515773490071,8.06873041018844,"Good",NA,NA,NA
"FID15",3,5,1,2019-10-22,"Sx","C",25,15.2411085925996,14.5981911104172,"Good",NA,NA,NA
"FID15",3,5,2,2019-10-22,"Sx","C",26,28.4018512675539,13.641869247891,"Poor",NA,NA,NA
"FID15",3,5,3,2019-10-22,"Sx","C",27,26.0663822153583,6.12537282705307,"Good",NA,NA,NA
"FID15",3,5,4,2019-10-22,"Sx","C",28,16.2748203333467,16.7421581856906,"Good",NA,NA,NA
"FID15",3,5,5,2019-10-22,"Sx","C",29,25.1888391422108,7.6627654582262,"Good",NA,NA,NA
"FID15",3,5,6,2019-10-22,"Sx","C",30,27.4176816316321,6.95353688765317,"Good",NA,NA,NA
"FID15",3,6,6,2019-10-22,"Sx","C",31,12.9919469729066,8.07536241225898,"Good",NA,NA,NA
"FID15",3,6,5,2019-10-22,"Sx","C",32,20.2890554163605,16.1220304751769,"Good",NA,NA,NA
"FID15",3,6,4,2019-10-22,"Sx","C",33,18.8179851137102,11.2368505140767,"Good",NA,NA,NA
"FID15",3,6,3,2019-10-22,"Sx","C",34,24.140820116736,13.2254646411166,"Good",NA,NA,NA
"FID15",3,6,2,2019-10-22,"Sx","C",35,29.7763617429882,14.2916062744334,"Fair",NA,NA,NA
"FID15",3,6,1,2019-10-22,"Sx","C",36,21.3519848417491,5.71154105104506,"Good",NA,NA,NA
"FID15",4,1,1,2019-10-22,"Pli","A",1,15.2705852454528,15.7548872074112,"Good",NA,NA,NA
"FID15",4,1,2,2019-10-22,"Pli","A",2,19.6223820233718,9.59284086246043,"Good",NA,NA,NA
"FID15",4,1,3,2019-10-22,"Pli","A",3,26.6399674117565,10.9991596499458,"Good",NA,NA,NA
"FID15",4,1,4,2019-10-22,"Pli","A",4,22.4138023378327,5.65742756519467,"Good",NA,NA,NA
"FID15",4,1,5,2019-10-22,"Pli","A",5,28.2094032224268,7.29253783170134,"Good",NA,NA,NA
"FID15",4,1,6,2019-10-22,"Pli","A",6,10.159846986644,7.25770951248705,"Good",NA,NA,NA
"FID15",4,2,6,2019-10-22,"Pli","A",7,25.6428770627826,16.8471919512376,"Good",NA,NA,NA
"FID15",4,2,5,2019-10-22,"Pli","A",8,14.0506742568687,13.5280563104898,"Good",NA,NA,NA
"FID15",4,2,4,2019-10-22,"Pli","A",9,13.5526026645675,16.0075718406588,"Good",NA,NA,NA
"FID15",4,2,3,2019-10-22,"Pli","A",10,11.2190097710118,14.5561275715008,"Good",NA,NA,NA
"FID15",4,2,2,2019-10-22,"Pli","A",11,17.5888498919085,13.2016377905384,"Good",NA,NA,NA
"FID15",4,2,1,2019-10-22,"Pli","A",12,16.8316232506186,7.10026348568499,"Poor",NA,NA,NA
"FID15",4,3,1,2019-10-22,"Pli","A",13,NA,NA,"Missing",NA,NA,NA
"FID15",4,3,2,2019-10-22,"Pli","A",14,16.1024536285549,11.3682479886338,"Good",NA,NA,NA
"FID15",4,3,3,2019-10-22,"Pli","A",15,15.7831585919484,12.6946592126042,"Good",NA,NA,NA
"FID15",4,3,4,2019-10-22,"Pli","A",16,20.1527482317761,14.3647167431191,"Good",NA,NA,NA
"FID15",4,3,5,2019-10-22,"Pli","A",17,10.0192590290681,8.34986765123904,"Good",NA,NA,NA
"FID15",4,3,6,2019-10-22,"Pli","A",18,12.4907116685063,13.5180843714625,"Good",NA,NA,NA
"FID15",4,4,6,2019-10-22,"Pli","A",19,26.4567638467997,9.39287361688912,"Good",NA,NA,NA
"FID15",4,4,5,2019-10-22,"Pli","A",20,29.9447339680046,16.7062985794619,"Poor",NA,NA,NA
"FID15",4,4,4,2019-10-22,"Pli","A",21,22.8513282351196,6.57283895090222,"Good",NA,NA,NA
"FID15",4,4,3,2019-10-22,"Pli","A",22,13.6215320043266,10.4068038752303,"Good",NA,NA,NA
"FID15",4,4,2,2019-10-22,"Pli","A",23,12.6672058459371,14.9460592810065,"Good",NA,NA,NA
"FID15",4,4,1,2019-10-22,"Pli","A",24,20.9918921627104,15.1163197094575,"Fair",NA,NA,NA
"FID15",4,5,1,2019-10-22,"Pli","A",25,29.6458513522521,15.264723948203,"Good",NA,NA,NA
"FID15",4,5,2,2019-10-22,"Pli","A",26,25.4482008470222,7.81034939922392,"Good",NA,NA,NA
"FID15",4,5,3,2019-10-22,"Pli","A",27,13.4702880633995,16.8844780540094,"Good",NA,NA,NA
"FID15",4,5,4,2019-10-22,"Pli","A",28,13.9002399845049,11.2568089459091,"Good",NA,NA,NA
"FID15",4,5,5,2019-10-22,"Pli","A",29,12.5281249172986,7.26638280414045,"Good",NA,NA,NA
"FID15",4,5,6,2019-10-22,"Pli","A",30,13.0510576395318,8.09556646738201,"Good",NA,NA,NA
"FID15",4,6,6,2019-10-22,"Pli","A",31,24.3509373953566,7.96313134115189,"Good",NA,NA,NA
"FID15",4,6,5,2019-10-22,"Pli","A",32,10.1085262512788,12.2448027599603,"Good",NA,NA,NA
"FID15",4,6,4,2019-10-22,"Pli","A",33,26.750591462478,6.07585435081273,"Good",NA,NA,NA
"FID15",4,6,3,2019-10-22,"Pli","A",34,19.19968763832,11.1814189990982,"Good",NA,NA,NA
"FID15",4,6,2,2019-10-22,"Pli","A",35,27.4125272128731,14.0598803833127,"Good",NA,NA,NA
"FID15",4,6,1,2019-10-22,"Pli","A",36,14.7442609583959,6.13246106449515,"Fair",NA,NA,NA
"FID15",5,1,1,2019-10-22,"Pli","B",1,25.642290012911,11.6918396558613,"Good",NA,NA,NA
"FID15",5,1,2,2019-10-22,"Pli","B",2,15.931276474148,11.9629985932261,"Good",NA,NA,NA
"FID15",5,1,3,2019-10-22,"Pli","B",3,21.8245937861502,12.5261660218239,"Good",NA,NA,NA
"FID15",5,1,4,2019-10-22,"Pli","B",4,27.0882463408634,7.77875081449747,"Good",NA,NA,NA
"FID15",5,1,5,2019-10-22,"Pli","B",5,10.1131302118301,8.08319961186498,"Good",NA,NA,NA
"FID15",5,1,6,2019-10-22,"Pli","B",6,24.0138852922246,5.8825528556481,"Good",NA,NA,NA
"FID15",5,2,6,2019-10-22,"Pli","B",7,27.5206092977896,12.926694219932,"Good",NA,NA,NA
"FID15",5,2,5,2019-10-22,"Pli","B",8,25.2049704035744,5.48673749435693,"Fair",NA,NA,NA
"FID15",5,2,4,2019-10-22,"Pli","B",9,10.7873459393159,16.2375660417601,"Good",NA,NA,NA
"FID15",5,2,3,2019-10-22,"Pli","B",10,NA,NA,"Missing",NA,NA,NA
"FID15",5,2,2,2019-10-22,"Pli","B",11,27.0204710168764,9.60988932661712,"Good",NA,NA,NA
"FID15",5,2,1,2019-10-22,"Pli","B",12,24.1147264279425,14.5255976989865,"Good",NA,NA,NA
"FID15",5,3,1,2019-10-22,"Pli","B",13,19.5114078745246,15.5691891964525,"Moribund",NA,NA,NA
"FID15",5,3,2,2019-10-22,"Pli","B",14,15.7869284413755,11.8071470111609,"Good",NA,NA,NA
"FID15",5,3,3,2019-10-22,"Pli","B",15,22.00082865078,5.40340073220432,"Good",NA,NA,NA
"FID15",5,3,4,2019-10-22,"Pli","B",16,21.4694437058643,7.76757933571935,"Good",NA,NA,NA
"FID15",5,3,5,2019-10-22,"Pli","B",17,17.7121744258329,8.8953969432041,"Good",NA,NA,NA
"FID15",5,3,6,2019-10-22,"Pli","B",18,28.3223660802469,9.80622882582247,"Fair",NA,NA,NA
"FID15",5,4,6,2019-10-22,"Pli","B",19,17.9825599025935,14.3843372976407,"Fair",NA,NA,NA
"FID15",5,4,5,2019-10-22,"Pli","B",20,26.4245951501653,8.54475409444422,"Good",NA,NA,NA
"FID15",5,4,4,2019-10-22,"Pli","B",21,NA,NA,"Missing",NA,NA,NA
"FID15",5,4,3,2019-10-22,"Pli","B",22,28.6709473887458,6.92840131744742,"Fair",NA,NA,NA
"FID15",5,4,2,2019-10-22,"Pli","B",23,16.7668979102746,12.2419058736414,"Good",NA,NA,NA
"FID15",5,4,1,2019-10-22,"Pli","B",24,29.6629723021761,12.0504990853369,"Fair",NA,NA,NA
"FID15",5,5,1,2019-10-22,"Pli","B",25,22.7267924090847,10.0967908129096,"Good",NA,NA,NA
"FID15",5,5,2,2019-10-22,"Pli","B",26,28.8225015439093,13.3725896924734,"Good",NA,NA,NA
"FID15",5,5,3,2019-10-22,"Pli","B",27,26.3434782344848,9.57521678227931,"Good",NA,NA,NA
"FID15",5,5,4,2019-10-22,"Pli","B",28,15.2393680810928,15.8569822469726,"Good",NA,NA,NA
"FID15",5,5,5,2019-10-22,"Pli","B",29,13.5913785966113,15.3662013141438,"Good",NA,NA,NA
"FID15",5,5,6,2019-10-22,"Pli","B",30,28.3129725418985,10.6646038498729,"Good",NA,NA,NA
"FID15",5,6,6,2019-10-22,"Pli","B",31,12.4565106909722,5.97060139849782,"Good",NA,NA,NA
"FID15",5,6,5,2019-10-22,"Pli","B",32,14.7473010746762,14.8969858922064,"Good",NA,NA,NA
"FID15",5,6,4,2019-10-22,"Pli","B",33,27.1326613193378,13.2446727221832,"Good",NA,NA,NA
"FID15",5,6,3,2019-10-22,"Pli","B",34,12.9656259482726,8.73051747027785,"Good",NA,NA,NA
"FID15",5,6,2,2019-10-22,"Pli","B",35,23.1161674018949,9.51213133241981,"Good",NA,NA,NA
"FID15",5,6,1,2019-10-22,"Pli","B",36,29.7700386634097,9.7522286074236,"Good",NA,NA,NA
"FID15",6,1,1,2019-10-22,"Pli","C",1,20.6828344101086,13.9694372145459,"Good",NA,NA,NA
"FID15",6,1,2,2019-10-22,"Pli","C",2,14.4774242676795,11.9951504869387,"Good",NA,NA,NA
"FID15",6,1,3,2019-10-22,"Pli","C",3,12.8702617250383,5.070760557428,"Good",NA,NA,NA
"FID15",6,1,4,2019-10-22,"Pli","C",4,13.3935683779418,15.3835301473737,"Good",NA,NA,NA
"FID15",6,1,5,2019-10-22,"Pli","C",5,24.9656784767285,11.9125185422599,"Good",NA,NA,NA
"FID15",6,1,6,2019-10-22,"Pli","C",6,20.9940927056596,5.48311673291028,"Good",NA,NA,NA
"FID15",6,2,6,2019-10-22,"Pli","C",7,24.8454542830586,6.98828491661698,"Fair",NA,NA,NA
"FID15",6,2,5,2019-10-22,"Pli","C",8,18.8974417652935,9.5177541282028,"Good",NA,NA,NA
"FID15",6,2,4,2019-10-22,"Pli","C",9,18.3293486014009,12.6026389300823,"Good",NA,NA,NA
"FID15",6,2,3,2019-10-22,"Pli","C",10,22.0597722101957,7.79741052910686,"Good",NA,NA,NA
"FID15",6,2,2,2019-10-22,"Pli","C",11,12.5402295542881,11.6112753618509,"Good",NA,NA,NA
"FID15",6,2,1,2019-10-22,"Pli","C",12,29.5057934289798,15.1441125525162,"Good",NA,NA,NA
"FID15",6,3,1,2019-10-22,"Pli","C",13,14.8770393710583,8.25495458673686,"Fair",NA,NA,NA
"FID15",6,3,2,2019-10-22,"Pli","C",14,23.5826915828511,6.64578670449555,"Good",NA,NA,NA
"FID15",6,3,3,2019-10-22,"Pli","C",15,10.0162545731291,10.0458369357511,"Good",NA,NA,NA
"FID15",6,3,4,2019-10-22,"Pli","C",16,21.4668399002403,8.64237109664828,"Good",NA,NA,NA
"FID15",6,3,5,2019-10-22,"Pli","C",17,26.9666626444086,6.13421684410423,"Good",NA,NA,NA
"FID15",6,3,6,2019-10-22,"Pli","C",18,12.3820775886998,8.91087602172047,"Good",NA,NA,NA
"FID15",6,4,6,2019-10-22,"Pli","C",19,19.9501585401595,5.00903293676674,"Good",NA,NA,NA
"FID15",6,4,5,2019-10-22,"Pli","C",20,14.2701754253358,13.7131365444511,"Fair",NA,NA,NA
"FID15",6,4,4,2019-10-22,"Pli","C",21,24.3431288376451,8.29407398216426,"Good",NA,NA,NA
"FID15",6,4,3,2019-10-22,"Pli","C",22,21.1996555887163,10.2992427255958,"Good",NA,NA,NA
"FID15",6,4,2,2019-10-22,"Pli","C",23,24.0213896334171,16.0808412302285,"Good",NA,NA,NA
"FID15",6,4,1,2019-10-22,"Pli","C",24,28.0916102509946,14.0573360845447,"Good",NA,NA,NA
"FID15",6,5,1,2019-10-22,"Pli","C",25,13.8241213513538,9.91683908551931,"Fair",NA,NA,NA
"FID15",6,5,2,2019-10-22,"Pli","C",26,29.35733190272,10.8727527046576,"Good",NA,NA,NA
"FID15",6,5,3,2019-10-22,"Pli","C",27,12.8314937278628,14.67840946652,"Good",NA,NA,NA
"FID15",6,5,4,2019-10-22,"Pli","C",28,20.5307589704171,12.4826268823817,"Fair",NA,NA,NA
"FID15",6,5,5,2019-10-22,"Pli","C",29,21.6116641508415,7.84865856077522,"Good",NA,NA,NA
"FID15",6,5,6,2019-10-22,"Pli","C",30,13.6714459722862,13.5743817063048,"Good",NA,NA,NA
"FID15",6,6,6,2019-10-22,"Pli","C",31,12.4527860293165,15.3492948813364,"Good",NA,NA,NA
"FID15",6,6,5,2019-10-22,"Pli","C",32,13.6809220630676,11.0786473443732,"Good",NA,NA,NA
"FID15",6,6,4,2019-10-22,"Pli","C",33,23.0805093003437,7.36909329053015,"Dead",NA,NA,NA
"FID15",6,6,3,2019-10-22,"Pli","C",34,22.6194105669856,9.88435130659491,"Good",NA,NA,NA
"FID15",6,6,2,2019-10-22,"Pli","C",35,29.1345999995247,14.8925882512704,"Good",NA,NA,NA
"FID15",6,6,1,2019-10-22,"Pli","C",36,24.2369297146797,15.7828696519136,"Dead",NA,NA,NA
"FID15",7,1,1,2019-10-22,"Fdi","A",1,NA,NA,"Missing",NA,NA,NA
"FID15",7,1,2,2019-10-22,"Fdi","A",2,11.5017677284777,5.62050817348063,"Moribund",NA,NA,NA
"FID15",7,1,3,2019-10-22,"Fdi","A",3,23.0932844383642,9.04696139972657,"Good",NA,NA,NA
"FID15",7,1,4,2019-10-22,"Fdi","A",4,16.5624865889549,12.2859855843708,"Dead",NA,NA,NA
"FID15",7,1,5,2019-10-22,"Fdi","A",5,23.5150415124372,9.54853737726808,"Fair",NA,NA,NA
"FID15",7,1,6,2019-10-22,"Fdi","A",6,13.0718067567796,14.2483113864437,"Good",NA,NA,NA
"FID15",7,2,6,2019-10-22,"Fdi","A",7,25.4638606635854,10.1724508553743,"Fair",NA,NA,NA
"FID15",7,2,5,2019-10-22,"Fdi","A",8,22.5750371161848,16.3784215329215,"Good",NA,NA,NA
"FID15",7,2,4,2019-10-22,"Fdi","A",9,NA,NA,"Missing",NA,NA,NA
"FID15",7,2,3,2019-10-22,"Fdi","A",10,14.2071224702522,5.00199635140598,"Good",NA,NA,NA
"FID15",7,2,2,2019-10-22,"Fdi","A",11,29.0620792424306,9.40669168718159,"Good",NA,NA,NA
"FID15",7,2,1,2019-10-22,"Fdi","A",12,29.7554792417213,10.6721818139777,"Good",NA,NA,NA
"FID15",7,3,1,2019-10-22,"Fdi","A",13,14.3888307549059,7.30958777386695,"Fair",NA,NA,NA
"FID15",7,3,2,2019-10-22,"Fdi","A",14,12.7272671926767,16.2826918531209,"Good",NA,NA,NA
"FID15",7,3,3,2019-10-22,"Fdi","A",15,19.6816042484716,8.33558503352106,"Good",NA,NA,NA
"FID15",7,3,4,2019-10-22,"Fdi","A",16,19.7357956599444,5.97165165655315,"Good",NA,NA,NA
"FID15",7,3,5,2019-10-22,"Fdi","A",17,14.2366134840995,7.82922197785228,"Poor",NA,NA,NA
"FID15",7,3,6,2019-10-22,"Fdi","A",18,15.342044509016,7.27698639221489,"Dead",NA,NA,NA
"FID15",7,4,6,2019-10-22,"Fdi","A",19,22.9463324323297,12.3738515470177,"Good",NA,NA,NA
"FID15",7,4,5,2019-10-22,"Fdi","A",20,27.1489446749911,11.5373456627131,"Good",NA,NA,NA
"FID15",7,4,4,2019-10-22,"Fdi","A",21,20.5878441873938,9.57489012554288,"Good",NA,NA,NA
"FID15",7,4,3,2019-10-22,"Fdi","A",22,28.5674319369718,10.9369973884895,"Good",NA,NA,NA
"FID15",7,4,2,2019-10-22,"Fdi","A",23,28.9194744685665,11.2255619065836,"Good",NA,NA,NA
"FID15",7,4,1,2019-10-22,"Fdi","A",24,11.2554738018662,16.6160501809791,"Good",NA,NA,NA
"FID15",7,5,1,2019-10-22,"Fdi","A",25,27.4728145403787,9.38796477485448,"Good",NA,NA,NA
"FID15",7,5,2,2019-10-22,"Fdi","A",26,19.0875762840733,6.05044125579298,"Good",NA,NA,NA
"FID15",7,5,3,2019-10-22,"Fdi","A",27,20.0012647500262,15.7452871091664,"Good",NA,NA,NA
"FID15",7,5,4,2019-10-22,"Fdi","A",28,22.8739251196384,15.1698978878558,"Good",NA,NA,NA
"FID15",7,5,5,2019-10-22,"Fdi","A",29,19.7998860897496,9.17002716194838,"Good",NA,NA,NA
"FID15",7,5,6,2019-10-22,"Fdi","A",30,16.3335231691599,5.60411683656275,"Good",NA,NA,NA
"FID15",7,6,6,2019-10-22,"Fdi","A",31,25.3792914794758,5.43458287604153,"Good",NA,NA,NA
